epoch,accuracy,loss,val_accuracy,val_loss
0,0.3531976640224457,1.9125813245773315,0.5902777910232544,1.414787769317627
1,0.5792151093482971,1.298027515411377,0.6111111044883728,1.1661120653152466
2,0.6918604373931885,1.0209219455718994,0.6875,0.9931313991546631
3,0.7463662624359131,0.8434674739837646,0.7291666865348816,0.8951151967048645
4,0.7957848906517029,0.7310038805007935,0.7847222089767456,0.7841498255729675
5,0.8343023061752319,0.5849310159683228,0.7986111044883728,0.7266527414321899
6,0.8800871968269348,0.5008856058120728,0.7777777910232544,0.6896031498908997
7,0.8917151093482971,0.4373584985733032,0.8680555820465088,0.5182783007621765
8,0.9236918687820435,0.3633687198162079,0.8402777910232544,0.6064445972442627
9,0.9207848906517029,0.3442038893699646,0.8263888955116272,0.566905677318573
10,0.9418604373931885,0.28855302929878235,0.8541666865348816,0.5417178869247437
11,0.9549418687820435,0.25220438838005066,0.8819444179534912,0.45985734462738037
12,0.9571220874786377,0.21827660501003265,0.8402777910232544,0.49063724279403687
13,0.9716569781303406,0.204778254032135,0.8680555820465088,0.40603530406951904
14,0.9680232405662537,0.18482689559459686,0.875,0.42054471373558044
15,0.9716569781303406,0.17965146899223328,0.8888888955116272,0.3674622178077698
16,0.9774709343910217,0.1569817215204239,0.8958333134651184,0.36494767665863037
17,0.9723837375640869,0.15746106207370758,0.8611111044883728,0.4375757873058319
18,0.9847383499145508,0.13715709745883942,0.8958333134651184,0.34521612524986267
19,0.9840116500854492,0.12840647995471954,0.8819444179534912,0.41029274463653564
20,0.989098846912384,0.11492586880922318,0.8958333134651184,0.3563113808631897
21,0.9905523061752319,0.1082555502653122,0.9097222089767456,0.3482013940811157
22,0.9883720874786377,0.10876502841711044,0.8888888955116272,0.33454611897468567
23,0.9898256063461304,0.10378105938434601,0.9097222089767456,0.3189009428024292
24,0.9920058250427246,0.09376949816942215,0.8958333134651184,0.30913591384887695
25,0.9869186282157898,0.10228558629751205,0.9027777910232544,0.3366694152355194
26,0.9905523061752319,0.09617412090301514,0.9097222089767456,0.32166269421577454
27,0.9941860437393188,0.08123710751533508,0.8888888955116272,0.3503623902797699
28,0.9949128031730652,0.07266028970479965,0.9305555820465088,0.27214494347572327
29,0.9898256063461304,0.08571141213178635,0.9027777910232544,0.32712602615356445
